REF_DATE,GEO,Participation Rate_SCALAR_FACTOR,Population_SCALAR_FACTOR,Unemployment Rate_SCALAR_FACTOR,Participation Rate,Population,Unemployment Rate,Year
2017-03,Saskatchewan,units,thousands,units,69.1,866.4,6.3,2017
2017-07,Alberta,units,thousands,units,71.9,3351.9,8.2,2017
2017-07,British Columbia,units,thousands,units,66.2,4091.2,5.0,2017
2017-07,Canada,units,thousands,units,66.1,29778.3,6.3,2017
2017-07,Manitoba,units,thousands,units,67.5,1015.0,4.8,2017
2017-07,New Brunswick,units,thousands,units,61.2,633.3,6.9,2017
2017-07,Newfoundland and Labrador,units,thousands,units,59.0,447.6,15.2,2017
2017-07,Nova Scotia,units,thousands,units,62.0,788.5,8.1,2017
2017-07,Ontario,units,thousands,units,65.4,11612.8,6.1,2017
2017-07,Prince Edward Island,units,thousands,units,66.6,124.3,9.9,2017
2017-07,Quebec,units,thousands,units,65.1,6844.2,5.7,2017
2017-07,Saskatchewan,units,thousands,units,69.5,869.6,6.8,2017
2017-06,Alberta,units,thousands,units,71.9,3348.1,7.8,2017
2017-06,British Columbia,units,thousands,units,66.6,4085.6,5.1,2017
2017-06,Canada,units,thousands,units,66.1,29741.1,6.5,2017
2017-06,Manitoba,units,thousands,units,67.4,1013.8,5.1,2017
2017-06,New Brunswick,units,thousands,units,61.9,633.1,8.4,2017
2017-06,Newfoundland and Labrador,units,thousands,units,59.8,447.7,15.6,2017
2017-06,Nova Scotia,units,thousands,units,62.2,787.9,8.9,2017
2017-06,Ontario,units,thousands,units,65.3,11594.9,6.3,2017
2017-06,Prince Edward Island,units,thousands,units,67.6,124.2,10.1,2017
2017-06,Quebec,units,thousands,units,65.2,6837.2,6.2,2017
2017-06,Saskatchewan,units,thousands,units,69.1,868.7,6.4,2017
2017-12,Alberta,units,thousands,units,72.5,3368.5,7.2,2017
2017-12,British Columbia,units,thousands,units,66.1,4118.6,4.9,2017
2017-12,Canada,units,thousands,units,66.2,29956.9,6.0,2017
2017-12,Manitoba,units,thousands,units,67.5,1020.5,5.6,2017
2017-12,New Brunswick,units,thousands,units,62.4,634.6,8.2,2017
2017-12,Newfoundland and Labrador,units,thousands,units,59.4,447.5,15.2,2017
2017-12,Nova Scotia,units,thousands,units,61.8,791.2,8.1,2017
2017-12,Ontario,units,thousands,units,65.5,11700.6,5.9,2017
2017-12,Prince Edward Island,units,thousands,units,67.6,125.2,9.9,2017
2017-12,Quebec,units,thousands,units,65.1,6877.5,5.3,2017
2017-12,Saskatchewan,units,thousands,units,69.4,872.5,6.7,2017
2017-04,Alberta,units,thousands,units,72.2,3341.8,8.2,2017
2017-04,British Columbia,units,thousands,units,66.3,4072.8,5.5,2017
2017-04,Canada,units,thousands,units,65.9,29667.2,6.5,2017
2017-04,Manitoba,units,thousands,units,67.4,1010.6,5.4,2017
2017-04,New Brunswick,units,thousands,units,62.3,632.3,8.9,2017
2017-04,Newfoundland and Labrador,units,thousands,units,59.7,447.8,14.9,2017
2017-04,Nova Scotia,units,thousands,units,62.4,786.4,8.9,2017
2017-04,Ontario,units,thousands,units,65.0,11559.4,5.9,2017
2017-04,Prince Edward Island,units,thousands,units,67.5,123.5,10.1,2017
2017-04,Quebec,units,thousands,units,64.9,6825.7,6.2,2017
2017-04,Saskatchewan,units,thousands,units,69.2,867.1,6.3,2017
2017-10,Alberta,units,thousands,units,71.7,3362.2,7.8,2017
2017-10,British Columbia,units,thousands,units,65.7,4108.6,5.4,2017
2017-10,Canada,units,thousands,units,66.1,29892.2,6.4,2017
2017-10,Manitoba,units,thousands,units,67.5,1018.8,5.1,2017
2017-10,New Brunswick,units,thousands,units,62.3,634.2,8.4,2017
2017-10,Newfoundland and Labrador,units,thousands,units,59.1,447.6,15.3,2017
2017-10,Nova Scotia,units,thousands,units,61.7,790.3,8.6,2017
2017-10,Ontario,units,thousands,units,65.4,11667.8,5.9,2017
2017-10,Prince Edward Island,units,thousands,units,66.8,124.9,10.8,2017
2017-10,Quebec,units,thousands,units,65.4,6866.2,6.1,2017
2017-10,Saskatchewan,units,thousands,units,68.5,871.7,6.2,2017
2017-11,Alberta,units,thousands,units,71.8,3365.3,7.4,2017
2017-11,British Columbia,units,thousands,units,66.1,4113.7,5.0,2017
2017-11,Canada,units,thousands,units,66.1,29924.9,6.1,2017
2017-11,Manitoba,units,thousands,units,67.5,1019.7,5.5,2017
2017-11,New Brunswick,units,thousands,units,62.2,634.4,8.6,2017
2017-11,Newfoundland and Labrador,units,thousands,units,59.3,447.6,15.3,2017
2017-11,Nova Scotia,units,thousands,units,61.9,790.8,8.9,2017
2017-11,Ontario,units,thousands,units,65.6,11684.2,5.8,2017
2017-11,Prince Edward Island,units,thousands,units,66.7,125.1,9.3,2017
2017-11,Quebec,units,thousands,units,65.0,6872.0,5.5,2017
2017-11,Saskatchewan,units,thousands,units,68.8,872.3,6.5,2017
2017-05,Alberta,units,thousands,units,72.2,3345.2,8.3,2017
2017-05,British Columbia,units,thousands,units,66.5,4079.8,5.4,2017
2017-05,Canada,units,thousands,units,66.1,29706.8,6.6,2017
2017-05,Manitoba,units,thousands,units,67.4,1012.3,5.2,2017
2017-05,New Brunswick,units,thousands,units,62.2,632.7,8.8,2017
2017-05,Newfoundland and Labrador,units,thousands,units,59.9,447.7,15.3,2017
2017-05,Nova Scotia,units,thousands,units,62.2,787.0,8.2,2017
2017-05,Ontario,units,thousands,units,65.4,11578.5,6.4,2017
2017-05,Prince Edward Island,units,thousands,units,68.0,123.8,10.2,2017
2017-05,Quebec,units,thousands,units,64.6,6831.8,6.1,2017
2017-05,Saskatchewan,units,thousands,units,69.7,868.0,6.7,2017
2018-06,Alberta,units,thousands,units,71.6,3395.9,6.6,2018
2018-06,British Columbia,units,thousands,units,65.2,4160.6,4.8,2018
2018-06,Canada,units,thousands,units,65.8,30197.3,6.0,2018
2018-06,Manitoba,units,thousands,units,67.8,1027.5,5.9,2018
2018-06,New Brunswick,units,thousands,units,61.8,636.6,8.0,2018
2018-06,Newfoundland and Labrador,units,thousands,units,59.2,446.5,14.7,2018
2018-06,Nova Scotia,units,thousands,units,61.2,795.0,7.8,2018
2018-06,Ontario,units,thousands,units,65.2,11816.7,5.9,2018
2018-06,Prince Edward Island,units,thousands,units,67.2,126.7,8.8,2018
2018-06,Quebec,units,thousands,units,65.1,6915.8,5.4,2018
2018-06,Saskatchewan,units,thousands,units,69.0,876.0,6.4,2018
2018-12,Alberta,units,thousands,units,71.6,3423.3,6.3,2018
2018-12,British Columbia,units,thousands,units,66.3,4196.6,4.5,2018
2018-12,Canada,units,thousands,units,65.9,30437.3,5.7,2018
2018-12,Manitoba,units,thousands,units,67.8,1033.4,5.9,2018
2018-12,New Brunswick,units,thousands,units,61.5,638.8,8.6,2018
2018-12,Newfoundland and Labrador,units,thousands,units,58.6,446.3,12.3,2018
2018-12,Nova Scotia,units,thousands,units,61.7,800.2,7.1,2018
2018-12,Ontario,units,thousands,units,64.9,11930.0,5.6,2018
2018-12,Prince Edward Island,units,thousands,units,66.7,128.3,10.2,2018
2018-12,Quebec,units,thousands,units,65.3,6959.9,5.3,2018
2018-12,Saskatchewan,units,thousands,units,69.3,880.3,5.7,2018
2018-07,Alberta,units,thousands,units,71.8,3401.8,6.9,2018
2018-07,British Columbia,units,thousands,units,65.4,4169.4,4.6,2018
2018-07,Canada,units,thousands,units,65.9,30249.4,5.9,2018
2018-07,Manitoba,units,thousands,units,67.7,1028.6,6.1,2018
2018-07,New Brunswick,units,thousands,units,61.8,637.0,7.7,2018
2018-07,Newfoundland and Labrador,units,thousands,units,59.9,446.4,15.0,2018
2018-07,Nova Scotia,units,thousands,units,61.5,796.3,8.3,2018
2018-07,Ontario,units,thousands,units,65.4,11841.7,5.5,2018
2018-07,Prince Edward Island,units,thousands,units,67.5,127.1,9.7,2018
2018-07,Quebec,units,thousands,units,64.9,6924.4,5.6,2018
2018-07,Saskatchewan,units,thousands,units,68.8,876.6,6.4,2018
2018-11,Alberta,units,thousands,units,72.2,3419.3,6.3,2018
2018-11,British Columbia,units,thousands,units,66.2,4191.7,4.6,2018
2018-11,Canada,units,thousands,units,65.9,30403.2,5.7,2018
2018-11,Manitoba,units,thousands,units,67.8,1032.5,5.9,2018
2018-11,New Brunswick,units,thousands,units,61.8,638.7,8.1,2018
2018-11,Newfoundland and Labrador,units,thousands,units,58.1,446.3,12.5,2018
2018-11,Nova Scotia,units,thousands,units,61.5,799.7,7.3,2018
2018-11,Ontario,units,thousands,units,64.9,11913.4,5.7,2018
2018-11,Prince Edward Island,units,thousands,units,67.0,128.2,9.5,2018
2018-11,Quebec,units,thousands,units,65.1,6953.7,5.3,2018
2018-11,Saskatchewan,units,thousands,units,69.3,879.8,5.4,2018
2018-05,Alberta,units,thousands,units,71.4,3391.2,6.2,2018
2018-05,British Columbia,units,thousands,units,65.1,4154.0,4.8,2018
2018-05,Canada,units,thousands,units,65.7,30156.6,5.9,2018
2018-05,Manitoba,units,thousands,units,67.6,1026.3,6.1,2018
2018-05,New Brunswick,units,thousands,units,61.8,636.3,7.8,2018
2018-05,Newfoundland and Labrador,units,thousands,units,58.9,446.7,14.5,2018
2018-05,Nova Scotia,units,thousands,units,61.1,794.1,7.3,2018
2018-05,Ontario,units,thousands,units,64.8,11796.9,5.8,2018
2018-05,Prince Edward Island,units,thousands,units,67.2,126.4,9.5,2018
2018-05,Quebec,units,thousands,units,65.2,6909.2,5.3,2018
2018-05,Saskatchewan,units,thousands,units,68.7,875.5,6.6,2018
2018-04,Alberta,units,thousands,units,71.5,3386.9,6.7,2018
2018-04,British Columbia,units,thousands,units,65.8,4146.6,5.0,2018
2018-04,Canada,units,thousands,units,65.7,30117.6,5.8,2018
2018-04,Manitoba,units,thousands,units,67.7,1025.0,6.2,2018
2018-04,New Brunswick,units,thousands,units,61.9,636.1,8.0,2018
2018-04,Newfoundland and Labrador,units,thousands,units,59.1,446.8,14.8,2018
2018-04,Nova Scotia,units,thousands,units,61.3,793.4,7.2,2018
2018-04,Ontario,units,thousands,units,64.8,11778.8,5.4,2018
2018-04,Prince Edward Island,units,thousands,units,68.0,126.1,11.3,2018
2018-04,Quebec,units,thousands,units,65.0,6902.9,5.4,2018
2018-04,Saskatchewan,units,thousands,units,68.7,875.0,6.3,2018
2018-10,Alberta,units,thousands,units,72.1,3414.9,7.0,2018
2018-10,British Columbia,units,thousands,units,65.6,4186.3,4.2,2018
2018-10,Canada,units,thousands,units,65.7,30366.8,5.7,2018
2018-10,Manitoba,units,thousands,units,67.7,1031.6,6.2,2018
2018-10,New Brunswick,units,thousands,units,61.2,638.3,7.3,2018
2018-10,Newfoundland and Labrador,units,thousands,units,58.4,446.4,12.0,2018
2018-10,Nova Scotia,units,thousands,units,62.0,798.9,7.8,2018
2018-10,Ontario,units,thousands,units,65.0,11896.4,5.7,2018
2018-10,Prince Edward Island,units,thousands,units,66.8,127.9,8.7,2018
2018-10,Quebec,units,thousands,units,64.6,6947.2,5.1,2018
2018-10,Saskatchewan,units,thousands,units,69.0,879.0,6.2,2018
2018-01,Alberta,units,thousands,units,72.2,3373.1,6.7,2018
2018-01,British Columbia,units,thousands,units,65.8,4125.7,4.9,2018
2018-01,Canada,units,thousands,units,65.8,30000.9,5.9,2018
2018-01,Manitoba,units,thousands,units,67.3,1021.6,5.6,2018
2018-01,New Brunswick,units,thousands,units,62.0,634.9,9.0,2018
2018-01,Newfoundland and Labrador,units,thousands,units,58.8,447.4,15.2,2018
2018-01,Nova Scotia,units,thousands,units,61.7,791.8,8.4,2018
2018-01,Ontario,units,thousands,units,64.9,11723.8,5.6,2018
2018-01,Prince Edward Island,units,thousands,units,67.6,125.4,11.0,2018
2018-01,Quebec,units,thousands,units,65.1,6884.1,5.3,2018
2018-01,Saskatchewan,units,thousands,units,68.7,873.2,5.7,2018
2018-03,Alberta,units,thousands,units,71.7,3381.2,6.1,2018
2018-03,British Columbia,units,thousands,units,65.5,4138.2,4.9,2018
2018-03,Canada,units,thousands,units,65.8,30069.6,5.8,2018
2018-03,Manitoba,units,thousands,units,67.7,1023.5,6.3,2018
2018-03,New Brunswick,units,thousands,units,61.9,635.6,8.3,2018
2018-03,Newfoundland and Labrador,units,thousands,units,59.0,447.0,14.8,2018
2018-03,Nova Scotia,units,thousands,units,61.7,792.7,8.1,2018
2018-03,Ontario,units,thousands,units,64.9,11756.6,5.5,2018
2018-03,Prince Edward Island,units,thousands,units,67.4,125.8,10.4,2018
2018-03,Quebec,units,thousands,units,65.3,6894.7,5.5,2018
2018-03,Saskatchewan,units,thousands,units,69.1,874.2,6.1,2018
2018-02,Alberta,units,thousands,units,71.8,3376.8,6.5,2018
2018-02,British Columbia,units,thousands,units,65.8,4131.3,5.0,2018
2018-02,Canada,units,thousands,units,65.8,30032.3,6.0,2018
2018-02,Manitoba,units,thousands,units,67.3,1022.5,6.0,2018
2018-02,New Brunswick,units,thousands,units,62.1,635.3,8.4,2018
2018-02,Newfoundland and Labrador,units,thousands,units,59.0,447.2,15.0,2018
2018-02,Nova Scotia,units,thousands,units,62.1,792.1,8.5,2018
2018-02,Ontario,units,thousands,units,64.8,11739.1,5.6,2018
2018-02,Prince Edward Island,units,thousands,units,67.6,125.6,10.0,2018
2018-02,Quebec,units,thousands,units,65.3,6888.6,5.9,2018
2018-02,Saskatchewan,units,thousands,units,68.6,873.7,5.7,2018
2018-09,Alberta,units,thousands,units,72.2,3410.4,7.0,2018
2018-09,British Columbia,units,thousands,units,65.9,4180.9,4.0,2018
2018-09,Canada,units,thousands,units,65.8,30328.2,5.8,2018
2018-09,Manitoba,units,thousands,units,67.5,1030.5,5.8,2018
2018-09,New Brunswick,units,thousands,units,61.8,637.9,7.9,2018
2018-09,Newfoundland and Labrador,units,thousands,units,58.8,446.4,13.1,2018
2018-09,Nova Scotia,units,thousands,units,61.8,798.0,7.8,2018
2018-09,Ontario,units,thousands,units,65.1,11878.5,5.8,2018
2018-09,Prince Edward Island,units,thousands,units,67.3,127.7,8.8,2018
2018-09,Quebec,units,thousands,units,64.6,6939.8,5.4,2018
2018-09,Saskatchewan,units,thousands,units,68.9,878.1,6.4,2018
2018-08,Alberta,units,thousands,units,72.2,3406.3,6.8,2018
2018-08,British Columbia,units,thousands,units,65.7,4175.2,4.7,2018
2018-08,Canada,units,thousands,units,65.7,30289.0,6.0,2018
2018-08,Manitoba,units,thousands,units,67.7,1029.4,5.7,2018
2018-08,New Brunswick,units,thousands,units,61.8,637.4,8.4,2018
2018-08,Newfoundland and Labrador,units,thousands,units,59.3,446.4,14.2,2018
2018-08,Nova Scotia,units,thousands,units,61.9,797.1,8.3,2018
2018-08,Ontario,units,thousands,units,64.7,11860.4,5.7,2018
2018-08,Prince Edward Island,units,thousands,units,67.2,127.4,9.6,2018
2018-08,Quebec,units,thousands,units,64.9,6932.0,5.7,2018
2018-08,Saskatchewan,units,thousands,units,68.8,877.3,6.5,2018
2019-08,Alberta,units,thousands,units,72.0,3461.2,7.6,2019
2019-08,British Columbia,units,thousands,units,66.3,4253.1,5.0,2019
2019-08,Canada,units,thousands,units,66.2,30763.9,5.8,2019
2019-08,Manitoba,units,thousands,units,67.1,1042.1,5.3,2019
2019-08,New Brunswick,units,thousands,units,62.2,644.0,8.4,2019
2019-08,Newfoundland and Labrador,units,thousands,units,59.0,445.7,12.9,2019
2019-08,Nova Scotia,units,thousands,units,62.6,807.8,8.0,2019
2019-08,Ontario,units,thousands,units,65.4,12082.7,5.6,2019
2019-08,Prince Edward Island,units,thousands,units,66.6,130.9,8.7,2019
2019-08,Quebec,units,thousands,units,65.2,7011.7,4.6,2019
2019-08,Saskatchewan,units,thousands,units,68.9,884.7,5.3,2019
2019-09,Alberta,units,thousands,units,71.4,3467.9,6.7,2019
2019-09,British Columbia,units,thousands,units,65.8,4260.1,5.1,2019
2019-09,Canada,units,thousands,units,66.0,30808.6,5.6,2019
2019-09,Manitoba,units,thousands,units,66.9,1043.5,5.1,2019
2019-09,New Brunswick,units,thousands,units,61.5,644.5,8.0,2019
2019-09,Newfoundland and Labrador,units,thousands,units,57.9,445.7,11.3,2019
2019-09,Nova Scotia,units,thousands,units,62.3,809.0,7.3,2019
2019-09,Ontario,units,thousands,units,65.3,12104.4,5.4,2019
2019-09,Prince Edward Island,units,thousands,units,67.1,131.2,8.5,2019
2019-09,Quebec,units,thousands,units,65.5,7016.6,5.1,2019
2019-09,Saskatchewan,units,thousands,units,69.3,885.6,5.6,2019
2019-10,Alberta,units,thousands,units,71.4,3473.3,6.5,2019
2019-10,British Columbia,units,thousands,units,66.2,4265.0,5.0,2019
2019-10,Canada,units,thousands,units,65.9,30842.5,5.6,2019
2019-10,Manitoba,units,thousands,units,66.9,1044.3,5.3,2019
2019-10,New Brunswick,units,thousands,units,61.3,644.9,8.2,2019
2019-10,Newfoundland and Labrador,units,thousands,units,58.0,445.8,11.9,2019
2019-10,Nova Scotia,units,thousands,units,62.7,809.8,8.0,2019
2019-10,Ontario,units,thousands,units,65.0,12120.8,5.4,2019
2019-10,Prince Edward Island,units,thousands,units,66.9,131.3,8.2,2019
2019-10,Quebec,units,thousands,units,65.1,7020.9,5.1,2019
2019-10,Saskatchewan,units,thousands,units,69.0,886.4,5.3,2019
2019-04,Alberta,units,thousands,units,72.0,3441.1,6.5,2019
2019-04,British Columbia,units,thousands,units,66.6,4223.3,4.8,2019
2019-04,Canada,units,thousands,units,66.3,30589.4,5.7,2019
2019-04,Manitoba,units,thousands,units,67.3,1037.0,5.1,2019
2019-04,New Brunswick,units,thousands,units,61.3,641.1,8.2,2019
2019-04,Newfoundland and Labrador,units,thousands,units,59.1,445.7,12.0,2019
2019-04,Nova Scotia,units,thousands,units,62.0,803.1,7.2,2019
2019-04,Ontario,units,thousands,units,65.6,12000.8,6.0,2019
2019-04,Prince Edward Island,units,thousands,units,67.1,129.7,8.9,2019
2019-04,Quebec,units,thousands,units,65.3,6986.0,4.9,2019
2019-04,Saskatchewan,units,thousands,units,69.3,881.7,5.5,2019
2019-05,Alberta,units,thousands,units,71.8,3445.5,6.7,2019
2019-05,British Columbia,units,thousands,units,66.7,4230.8,4.5,2019
2019-05,Canada,units,thousands,units,66.1,30630.4,5.4,2019
2019-05,Manitoba,units,thousands,units,67.3,1038.1,5.1,2019
2019-05,New Brunswick,units,thousands,units,61.5,641.7,7.6,2019
2019-05,Newfoundland and Labrador,units,thousands,units,58.8,445.6,12.3,2019
2019-05,Nova Scotia,units,thousands,units,62.3,804.1,6.9,2019
2019-05,Ontario,units,thousands,units,65.2,12019.9,5.2,2019
2019-05,Prince Edward Island,units,thousands,units,66.5,130.0,8.7,2019
2019-05,Quebec,units,thousands,units,65.1,6992.3,5.0,2019
2019-05,Saskatchewan,units,thousands,units,68.8,882.3,5.3,2019
2019-11,Alberta,units,thousands,units,71.5,3478.1,7.2,2019
2019-11,British Columbia,units,thousands,units,65.9,4269.4,5.2,2019
2019-11,Canada,units,thousands,units,65.8,30872.8,5.9,2019
2019-11,Manitoba,units,thousands,units,66.8,1045.0,5.6,2019
2019-11,New Brunswick,units,thousands,units,60.9,645.3,7.8,2019
2019-11,Newfoundland and Labrador,units,thousands,units,58.0,445.8,12.2,2019
2019-11,Nova Scotia,units,thousands,units,62.3,810.6,8.1,2019
2019-11,Ontario,units,thousands,units,65.3,12135.2,5.6,2019
2019-11,Prince Edward Island,units,thousands,units,66.5,131.3,7.8,2019
2019-11,Quebec,units,thousands,units,64.7,7025.2,5.4,2019
2019-11,Saskatchewan,units,thousands,units,69.5,886.9,6.2,2019
2019-07,Alberta,units,thousands,units,72.1,3456.7,7.1,2019
2019-07,British Columbia,units,thousands,units,66.2,4247.1,4.7,2019
2019-07,Canada,units,thousands,units,66.0,30727.0,5.8,2019
2019-07,Manitoba,units,thousands,units,67.2,1041.1,5.8,2019
2019-07,New Brunswick,units,thousands,units,61.8,643.3,9.2,2019
2019-07,Newfoundland and Labrador,units,thousands,units,59.3,445.6,12.6,2019
2019-07,Nova Scotia,units,thousands,units,62.4,806.6,7.4,2019
2019-07,Ontario,units,thousands,units,65.2,12065.2,5.7,2019
2019-07,Prince Edward Island,units,thousands,units,67.3,130.7,8.6,2019
2019-07,Quebec,units,thousands,units,65.2,7006.9,4.9,2019
2019-07,Saskatchewan,units,thousands,units,68.9,883.9,5.6,2019
2019-12,Alberta,units,thousands,units,71.5,3482.2,7.1,2019
2019-12,British Columbia,units,thousands,units,65.7,4273.3,5.0,2019
2019-12,Canada,units,thousands,units,65.8,30898.0,5.6,2019
2019-12,Manitoba,units,thousands,units,66.5,1045.4,4.8,2019
2019-12,New Brunswick,units,thousands,units,61.1,645.6,7.5,2019
2019-12,Newfoundland and Labrador,units,thousands,units,57.6,445.8,12.5,2019
2019-12,Nova Scotia,units,thousands,units,62.5,811.0,8.1,2019
2019-12,Ontario,units,thousands,units,65.3,12146.8,5.3,2019
2019-12,Prince Edward Island,units,thousands,units,67.4,131.4,7.7,2019
2019-12,Quebec,units,thousands,units,64.9,7029.2,5.0,2019
2019-12,Saskatchewan,units,thousands,units,69.1,887.2,6.1,2019
2019-06,Alberta,units,thousands,units,71.9,3450.6,6.7,2019
2019-06,British Columbia,units,thousands,units,66.7,4238.2,4.7,2019
2019-06,Canada,units,thousands,units,66.1,30675.0,5.6,2019
2019-06,Manitoba,units,thousands,units,67.5,1039.5,5.5,2019
2019-06,New Brunswick,units,thousands,units,61.9,642.4,8.3,2019
2019-06,Newfoundland and Labrador,units,thousands,units,59.0,445.7,12.7,2019
2019-06,Nova Scotia,units,thousands,units,62.6,805.4,7.0,2019
2019-06,Ontario,units,thousands,units,65.2,12040.9,5.4,2019
2019-06,Prince Edward Island,units,thousands,units,67.0,130.3,9.0,2019
2019-06,Quebec,units,thousands,units,65.1,6998.9,5.0,2019
2019-06,Saskatchewan,units,thousands,units,68.9,883.0,5.0,2019
2019-02,Alberta,units,thousands,units,71.9,3431.8,7.1,2019
2019-02,British Columbia,units,thousands,units,66.6,4207.9,4.5,2019
2019-02,Canada,units,thousands,units,66.2,30508.0,5.8,2019
2019-02,Manitoba,units,thousands,units,67.4,1035.3,5.5,2019
2019-02,New Brunswick,units,thousands,units,62.0,639.7,8.8,2019
2019-02,Newfoundland and Labrador,units,thousands,units,59.5,446.1,12.0,2019
2019-02,Nova Scotia,units,thousands,units,61.7,801.5,6.8,2019
2019-02,Ontario,units,thousands,units,65.3,11963.1,5.6,2019
2019-02,Prince Edward Island,units,thousands,units,66.8,128.8,9.8,2019
2019-02,Quebec,units,thousands,units,65.3,6972.8,5.3,2019
2019-02,Saskatchewan,units,thousands,units,69.0,881.1,5.8,2019
2019-03,Alberta,units,thousands,units,71.3,3435.9,6.8,2019
2019-03,British Columbia,units,thousands,units,66.6,4214.3,4.9,2019
2019-03,Canada,units,thousands,units,66.0,30542.4,5.9,2019
2019-03,Manitoba,units,thousands,units,67.3,1036.1,5.2,2019
2019-03,New Brunswick,units,thousands,units,61.9,640.2,8.0,2019
2019-03,Newfoundland and Labrador,units,thousands,units,59.5,445.9,12.3,2019
2019-03,Nova Scotia,units,thousands,units,61.7,802.1,6.6,2019
2019-03,Ontario,units,thousands,units,65.3,11979.0,5.9,2019
2019-03,Prince Edward Island,units,thousands,units,66.9,129.1,9.0,2019
2019-03,Quebec,units,thousands,units,65.1,6978.5,5.4,2019
2019-03,Saskatchewan,units,thousands,units,69.0,881.3,5.1,2019
2019-01,Alberta,units,thousands,units,71.7,3428.3,6.6,2019
2019-01,British Columbia,units,thousands,units,66.5,4203.1,4.7,2019
2019-01,Canada,units,thousands,units,66.0,30479.6,5.7,2019
2019-01,Manitoba,units,thousands,units,67.9,1034.7,5.7,2019
2019-01,New Brunswick,units,thousands,units,61.7,639.3,8.4,2019
2019-01,Newfoundland and Labrador,units,thousands,units,59.5,446.2,11.8,2019
2019-01,Nova Scotia,units,thousands,units,62.0,800.9,7.1,2019
2019-01,Ontario,units,thousands,units,65.1,11949.9,5.6,2019
2019-01,Prince Edward Island,units,thousands,units,66.6,128.5,10.0,2019
2019-01,Quebec,units,thousands,units,65.1,6967.9,5.2,2019
2019-01,Saskatchewan,units,thousands,units,68.9,880.8,5.4,2019
2020-02,Alberta,units,thousands,units,71.1,3491.0,7.3,2020
2020-02,British Columbia,units,thousands,units,65.9,4281.4,5.5,2020
2020-02,Canada,units,thousands,units,65.9,30949.1,5.7,2020
2020-02,Manitoba,units,thousands,units,67.4,1046.4,5.2,2020
2020-02,New Brunswick,units,thousands,units,61.6,645.8,7.3,2020
2020-02,Newfoundland and Labrador,units,thousands,units,58.0,445.7,12.4,2020
2020-02,Nova Scotia,units,thousands,units,62.9,811.8,8.1,2020
2020-02,Ontario,units,thousands,units,65.3,12170.1,5.6,2020
2020-02,Prince Edward Island,units,thousands,units,67.2,131.8,8.1,2020
2020-02,Quebec,units,thousands,units,64.9,7037.0,4.6,2020
2020-02,Saskatchewan,units,thousands,units,69.4,888.1,6.4,2020
2020-03,Alberta,units,thousands,units,68.1,3495.9,8.7,2020
2020-03,British Columbia,units,thousands,units,63.0,4286.2,7.6,2020
2020-03,Canada,units,thousands,units,63.7,30978.6,8.4,2020
2020-03,Manitoba,units,thousands,units,65.3,1047.2,6.8,2020
2020-03,New Brunswick,units,thousands,units,59.8,646.1,9.2,2020
2020-03,Newfoundland and Labrador,units,thousands,units,56.0,445.8,11.7,2020
2020-03,Nova Scotia,units,thousands,units,59.8,812.1,9.9,2020
2020-03,Ontario,units,thousands,units,63.1,12184.2,8.3,2020
2020-03,Prince Edward Island,units,thousands,units,64.8,131.9,9.4,2020
2020-03,Quebec,units,thousands,units,63.4,7040.6,8.6,2020
2020-03,Saskatchewan,units,thousands,units,67.6,888.7,7.3,2020
2020-01,Alberta,units,thousands,units,70.9,3486.9,7.2,2020
2020-01,British Columbia,units,thousands,units,65.6,4277.2,4.7,2020
2020-01,Canada,units,thousands,units,65.8,30924.2,5.5,2020
2020-01,Manitoba,units,thousands,units,67.2,1046.0,5.0,2020
2020-01,New Brunswick,units,thousands,units,61.7,645.8,7.7,2020
2020-01,Newfoundland and Labrador,units,thousands,units,58.1,445.7,12.2,2020
2020-01,Nova Scotia,units,thousands,units,62.4,811.5,7.7,2020
2020-01,Ontario,units,thousands,units,65.2,12158.8,5.2,2020
2020-01,Prince Edward Island,units,thousands,units,67.2,131.6,7.4,2020
2020-01,Quebec,units,thousands,units,64.9,7033.3,4.8,2020
2020-01,Saskatchewan,units,thousands,units,69.2,887.6,5.8,2020
2020-10,Alberta,units,thousands,units,70.3,3518.7,11.3,2020
2020-10,British Columbia,units,thousands,units,65.6,4314.7,8.3,2020
2020-10,Canada,units,thousands,units,65.5,31138.9,9.0,2020
2020-10,Manitoba,units,thousands,units,66.9,1049.0,7.2,2020
2020-10,New Brunswick,units,thousands,units,61.8,647.8,10.6,2020
2020-10,Newfoundland and Labrador,units,thousands,units,58.2,445.4,13.5,2020
2020-10,Nova Scotia,units,thousands,units,61.5,816.5,8.9,2020
2020-10,Ontario,units,thousands,units,65.3,12256.6,9.5,2020
2020-10,Prince Edward Island,units,thousands,units,65.0,132.9,10.4,2020
2020-10,Quebec,units,thousands,units,64.3,7069.2,7.6,2020
2020-10,Saskatchewan,units,thousands,units,67.8,888.0,6.7,2020
2020-04,Alberta,units,thousands,units,64.0,3499.2,13.1,2020
2020-04,British Columbia,units,thousands,units,59.2,4288.7,11.9,2020
2020-04,Canada,units,thousands,units,60.1,30994.3,13.6,2020
2020-04,Manitoba,units,thousands,units,62.0,1047.1,11.4,2020
2020-04,New Brunswick,units,thousands,units,56.3,646.3,14.3,2020
2020-04,Newfoundland and Labrador,units,thousands,units,51.2,445.7,15.7,2020
2020-04,Nova Scotia,units,thousands,units,55.7,812.2,12.6,2020
