"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Newfoundland and Labrador","2016A000210","All-items excluding energy","2002=100","17","units","0","v41693672","3.287","120.6","","","","1"
"2014","Newfoundland and Labrador","2016A000210","All-items excluding energy","2002=100","17","units","0","v41693672","3.287","123.1","","","","1"
"2015","Newfoundland and Labrador","2016A000210","All-items excluding energy","2002=100","17","units","0","v41693672","3.287","125.5","","","","1"
"2016","Newfoundland and Labrador","2016A000210","All-items excluding energy","2002=100","17","units","0","v41693672","3.287","129.3","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All-items excluding energy","2002=100","17","units","0","v41693672","3.287","131.6","","","","1"
"2018","Newfoundland and Labrador","2016A000210","All-items excluding energy","2002=100","17","units","0","v41693672","3.287","133.0","","","","1"
"2019","Newfoundland and Labrador","2016A000210","All-items excluding energy","2002=100","17","units","0","v41693672","3.287","134.6","","","","1"
"2020","Newfoundland and Labrador","2016A000210","All-items excluding energy","2002=100","17","units","0","v41693672","3.287","136.1","","","","1"
"2021","Newfoundland and Labrador","2016A000210","All-items excluding energy","2002=100","17","units","0","v41693672","3.287","138.6","","","","1"
"2022","Newfoundland and Labrador","2016A000210","All-items excluding energy","2002=100","17","units","0","v41693672","3.287","144.6","","","","1"
"2023","Newfoundland and Labrador","2016A000210","All-items excluding energy","2002=100","17","units","0","v41693672","3.287","150.7","","","","1"
"2013","Newfoundland and Labrador","2016A000210","Energy","2002=100","17","units","0","v41693673","3.288","169.4","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Energy","2002=100","17","units","0","v41693673","3.288","170.6","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Energy","2002=100","17","units","0","v41693673","3.288","152.7","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Energy","2002=100","17","units","0","v41693673","3.288","154.1","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Energy","2002=100","17","units","0","v41693673","3.288","165.2","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Energy","2002=100","17","units","0","v41693673","3.288","176.0","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Energy","2002=100","17","units","0","v41693673","3.288","174.7","","","","1"
"2020","Newfoundland and Labrador","2016A000210","Energy","2002=100","17","units","0","v41693673","3.288","162.9","","","","1"
"2021","Newfoundland and Labrador","2016A000210","Energy","2002=100","17","units","0","v41693673","3.288","195.2","","","","1"
"2022","Newfoundland and Labrador","2016A000210","Energy","2002=100","17","units","0","v41693673","3.288","238.3","","","","1"
"2023","Newfoundland and Labrador","2016A000210","Energy","2002=100","17","units","0","v41693673","3.288","228.3","","","","1"
"2013","Newfoundland and Labrador","2016A000210","Goods","2002=100","17","units","0","v41693661","3.274","120.6","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Goods","2002=100","17","units","0","v41693661","3.274","122.5","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Goods","2002=100","17","units","0","v41693661","3.274","121.9","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Goods","2002=100","17","units","0","v41693661","3.274","124.5","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Goods","2002=100","17","units","0","v41693661","3.274","127.0","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Goods","2002=100","17","units","0","v41693661","3.274","129.1","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Goods","2002=100","17","units","0","v41693661","3.274","130.3","","","","1"
"2020","Newfoundland and Labrador","2016A000210","Goods","2002=100","17","units","0","v41693661","3.274","129.8","","","","1"
"2021","Newfoundland and Labrador","2016A000210","Goods","2002=100","17","units","0","v41693661","3.274","138.1","","","","1"
"2022","Newfoundland and Labrador","2016A000210","Goods","2002=100","17","units","0","v41693661","3.274","150.5","","","","1"
"2023","Newfoundland and Labrador","2016A000210","Goods","2002=100","17","units","0","v41693661","3.274","154.6","","","","1"
